Brand Name,Only:Accessory/Outerwear/Swimwear/Formalwear/Showroom,Boys,Girls,Organic Y/M/N,Made in the USA Y/N,Price Level (1-5),Pop,Techno/Funk,Indie,Hip Hop,Jazz,Lullaby,Jock Jams
ili + charlie,0,0,0,0,0,3,0,0,0,0,0,0,0
Imagewear,0,0,0,0,0,3,0,0,0,0,0,0,0
imo imo kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Imoga,0,0,0,0,0,3,0,0,0,0,0,0,0
Imps&Elfs,0,0,0,0,0,3,0,0,0,0,0,0,0
Incity Boys & Girls,0,0,0,0,0,3,0,0,0,0,0,0,0
Indee,0,0,0,0,0,3,0,0,0,0,0,0,0
Indi Kid,0,0,0,0,0,3,0,0,0,0,0,0,0
Indie Kid,0,0,0,0,0,3,0,0,0,0,0,0,0
Indikidual (UK),0,0,0,0,0,3,0,0,0,0,0,0,0
infantium victoria,0,0,0,0,0,3,0,0,0,0,0,0,0
Ingear Fashions (Licensor),0,0,0,0,0,3,0,0,0,0,0,0,0
Inplay SHowroom,1,0,0,0,0,3,0,0,0,0,0,0,0
Ipiccolini,0,0,0,0,0,3,0,0,0,0,0,0,0
Irene Oren & Co,0,0,0,0,0,3,0,0,0,0,0,0,0
irolier,0,0,0,0,0,3,0,0,0,0,0,0,0
Isabel Garreton</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Isabella Babywear,0,0,0,0,0,3,0,0,0,0,0,0,0
Iscream</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Isobella & Chloe,0,0,0,0,0,3,0,0,0,0,0,0,0
Isossy Children,0,0,0,0,0,3,0,0,0,0,0,0,0
itadakimasu,0,0,0,0,0,3,0,0,0,0,0,0,0
izipizi,0,0,0,0,0,3,0,0,0,0,0,0,0
J. Rosen Showroom</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Jacadi,0,0,0,0,0,3,0,0,0,0,0,0,0
Jack & Becky</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Jack and Nicole,0,0,0,0,0,3,0,0,0,0,0,0,0
Jak & Pepper,0,0,0,0,0,3,0,0,0,0,0,0,0
Jakabel (Swimwear),1,0,0,0,0,3,0,0,0,0,0,0,0
Jam Boutique,0,0,0,0,0,3,0,0,0,0,0,0,0
Jamie Rae Hats,0,0,0,0,0,3,0,0,0,0,0,0,0
Jax and Dean,0,0,0,0,0,3,0,0,0,0,0,0,0
Jax and Hedley,0,0,0,0,0,3,0,0,0,0,0,0,0
je porte mon bébé,0,0,0,0,0,3,0,0,0,0,0,0,0
Je Suis En CP (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Jeanbourget,0,0,0,0,0,3,0,0,0,0,0,0,0
Jefferies Socks</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Jessie+James,0,0,0,0,0,3,0,0,0,0,0,0,0
Jessy + Jack,0,0,0,0,0,3,0,0,0,0,0,0,0
Jewels & Gents</div> (Dance Studio?),0,0,0,0,0,3,0,0,0,0,0,0,0
Jigsaw Junior,0,0,0,0,0,3,0,0,0,0,0,0,0
Jill and Jack,1,0,0,0,0,3,0,0,0,0,0,0,0
JL Collections</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
jnby by JNBY,0,0,0,0,0,3,0,0,0,0,0,0,0
Joah Love,0,0,0,0,0,3,0,0,0,0,0,0,0
Joan Calabrese for Mon Cheri</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Joe Palant Associates</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Joey Jelly Bean,0,0,0,0,0,3,0,0,0,0,0,0,0
Joha,0,0,0,0,0,3,0,0,0,0,0,0,0
John Galliano Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
John Richmond Jr,0,0,0,0,0,3,0,0,0,0,0,0,0
JoJo Maman Bébé</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Jottum,0,0,0,0,0,3,0,0,0,0,0,0,0
Joules</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Jours apres Lunes,0,0,0,0,0,3,0,0,0,0,0,0,0
Joyfolie,0,0,0,0,0,3,0,0,0,0,0,0,0
JP Lizzy,0,0,0,0,0,3,0,0,0,0,0,0,0
Juicy Couture,0,0,0,0,0,3,0,0,0,0,0,0,0
JuJu & Jack</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
JuJuBe Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Jujubong,0,0,0,0,0,3,0,0,0,0,0,0,0
Julian and Sara,0,0,0,0,0,3,0,0,0,0,0,0,0
Jumina,0,0,0,0,0,3,0,0,0,0,0,0,0
June & January,0,0,0,0,0,3,0,0,0,0,0,0,0
Junior Gaultier,0,0,0,0,0,3,0,0,0,0,0,0,0
Junior Lowe (BK Boutique?),0,0,0,0,0,3,0,0,0,0,0,0,0
Junior Mafia,0,0,0,0,0,3,0,0,0,0,0,0,0
Junkfood (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Jusbekid</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Just Braydz by Chaya (Hair Extentions),0,0,0,0,0,3,0,0,0,0,0,0,0
Just Lovely,0,0,0,0,0,3,0,0,0,0,0,0,0
Justice,0,0,0,0,0,3,0,0,0,0,0,0,0
k house clothing,0,0,0,0,0,3,0,0,0,0,0,0,0
k-way,0,0,0,0,0,3,0,0,0,0,0,0,0
Kaiya Eve,0,0,0,0,0,3,0,0,0,0,0,0,0
Kanz,0,0,0,0,0,3,0,0,0,0,0,0,0
Kapital K,0,0,0,0,0,3,0,0,0,0,0,0,0
kapow kids ,0,0,0,0,0,3,0,0,0,0,0,0,0
KARELA KIDS</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Karl Lagerfeld Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Kartoons Kataloons (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Kashka,0,0,0,0,0,3,0,0,0,0,0,0,0
Kate Mack (Same as Biscotti and Kate Mack),0,0,0,0,0,3,0,0,0,0,0,0,0
Kate Quinn Organics,0,0,0,0,0,3,0,0,0,0,0,0,0
Katvig,0,0,0,0,0,3,0,0,0,0,0,0,0
Kauli,0,0,0,0,0,3,0,0,0,0,0,0,0
Kavat,0,0,0,0,0,3,0,0,0,0,0,0,0
Keds Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Keedo,0,0,0,0,0,3,0,0,0,0,0,0,0
KENNETH COLE</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kenzo,0,0,0,0,0,3,0,0,0,0,0,0,0
keora keora,0,0,0,0,0,3,0,0,0,0,0,0,0
KETIKETA,0,0,0,0,0,3,0,0,0,0,0,0,0
Ki-Pepeo Kids Clothing</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kiccoly</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kick by Alex and ALexa,1,0,0,0,0,3,0,0,0,0,0,0,0
Kickee Pants,0,0,0,0,0,3,0,0,0,0,0,0,0
Kid by 3.1 Phillip Lim,0,0,0,0,0,3,0,0,0,0,0,0,0
KidCuteTure,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidding Around</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Kiddo / Love Daisy</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidiliz Group USA Inc</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidolphin,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidorable (Outerwear),0,0,0,0,0,3,0,0,0,0,0,0,0
Kids Kapers</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kids Organic Company,0,0,0,0,0,3,0,0,0,0,0,0,0
Kids The Frog,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidscase,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidultand,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidz Entertainment</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Kidz-Art,0,0,0,0,0,3,0,0,0,0,0,0,0
kikü,0,0,0,0,0,3,0,0,0,0,0,0,0
Kiltos MoiMoi,0,0,0,0,0,3,0,0,0,0,0,0,0
kin,0,0,0,0,0,3,0,0,0,0,0,0,0
Kinderkids,0,0,0,0,0,3,0,0,0,0,0,0,0
Kinderkind</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
kipp,0,0,0,0,0,3,0,0,0,0,0,0,0
kippens,0,0,0,0,0,3,0,0,0,0,0,0,0
Kissy Kissy,0,0,0,0,0,3,0,0,0,0,0,0,0
Kite Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Kitipongo,0,0,0,0,0,3,0,0,0,0,0,0,0
KLIN</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Knit Planet,0,0,0,0,0,3,0,0,0,0,0,0,0
Knot Genie</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
knot hairbands,0,0,0,0,0,3,0,0,0,0,0,0,0
kokacharm,0,0,0,0,0,3,0,0,0,0,0,0,0
konges sløjd,0,0,0,0,0,3,0,0,0,0,0,0,0
Koolabah,0,0,0,0,0,3,0,0,0,0,0,0,0
Kozie,0,0,0,0,0,3,0,0,0,0,0,0,0
Krio+Color</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Krome Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
KRUTTER,0,0,0,0,0,3,0,0,0,0,0,0,0
Kyte Baby,0,0,0,0,0,3,0,0,0,0,0,0,0
L'asticot ,0,0,0,0,0,3,0,0,0,0,0,0,0
"L'Officiel Enfant, Inc</div> (Publication)",1,0,0,0,0,3,0,0,0,0,0,0,0
L'ovedbaby,0,0,0,0,0,3,0,0,0,0,0,0,0
L'Pety Canar (Formal),1,0,0,0,0,3,0,0,0,0,0,0,0
La Loi Leggings,0,0,0,0,0,3,0,0,0,0,0,0,0
LA Made Kids</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
la petite collection,0,0,0,0,0,3,0,0,0,0,0,0,0
La Petite Francaise,0,0,0,0,0,3,0,0,0,0,0,0,0
Lacoste,0,0,0,0,0,3,0,0,0,0,0,0,0
Lacoste Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Ladida (Boutique),0,0,0,0,0,3,0,0,0,0,0,0,0
ladybug kids,0,0,0,0,0,3,0,0,0,0,0,0,0
laladress,0,0,0,0,0,3,0,0,0,0,0,0,0
lalatz,0,0,0,0,0,3,0,0,0,0,0,0,0
lali,0,0,0,0,0,3,0,0,0,0,0,0,0
Lamantine,0,0,0,0,0,3,0,0,0,0,0,0,0
Lapin and Me (Dolls),0,0,0,0,0,3,0,0,0,0,0,0,0
Lapin House,0,0,0,0,0,3,0,0,0,0,0,0,0
Laranjinha,0,0,0,0,0,3,0,0,0,0,0,0,0
lässig,0,0,0,0,0,3,0,0,0,0,0,0,0
latte e biscotti,0,0,0,0,0,3,0,0,0,0,0,0,0
Laura Bell Treasures,0,0,0,0,0,3,0,0,0,0,0,0,0
Lauren Ralph Lauren</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lazy Baby,0,0,0,0,0,3,0,0,0,0,0,0,0
Lazy Francis,0,0,0,0,0,3,0,0,0,0,0,0,0
Lazy Pants</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
LC Collections Ltd (Showroom),1,0,0,0,0,3,0,0,0,0,0,0,0
LCEE,0,0,0,0,0,3,0,0,0,0,0,0,0
Le Big</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
LE CLUB ORIGINAL</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
le petit lucas du tertre,0,0,0,0,0,3,0,0,0,0,0,0,0
Le Petit Organic,0,0,0,0,0,3,0,0,0,0,0,0,0
Le Top Bebe</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Le Top</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
leader bag co,0,0,0,0,0,3,0,0,0,0,0,0,0
leapepe,0,0,0,0,0,3,0,0,0,0,0,0,0
Leaping Lizards,0,0,0,0,0,3,0,0,0,0,0,0,0
LeChic,0,0,0,0,0,3,0,0,0,0,0,0,0
Lelli Kelly,0,0,0,0,0,3,0,0,0,0,0,0,0
Lem Lem,0,0,0,0,0,3,0,0,0,0,0,0,0
Lemon Loves Layette,0,0,0,0,0,3,0,0,0,0,0,0,0
Lemon Loves Lime,0,0,0,0,0,3,0,0,0,0,0,0,0
Lemoniez,0,0,0,0,0,3,0,0,0,0,0,0,0
Lennon + Wolfe,0,0,0,0,0,3,0,0,0,0,0,0,0
Leny Tomy Factory,0,0,0,0,0,3,0,0,0,0,0,0,0
Leo and Zachary,0,0,0,0,0,3,0,0,0,0,0,0,0
Leoca Paris,0,0,0,0,0,3,0,0,0,0,0,0,0
Leopold & Livia ,0,0,0,0,0,3,0,0,0,0,0,0,0
Les Coyotes De Paris,0,0,0,0,0,3,0,0,0,0,0,0,0
Les Enfantines,0,0,0,0,0,3,0,0,0,0,0,0,0
les lutins,0,0,0,0,0,3,0,0,0,0,0,0,0
les petites choses...,0,0,0,0,0,3,0,0,0,0,0,0,0
Les Petits Carreaux,0,0,0,0,0,3,0,0,0,0,0,0,0
Les Petits Chapelais (Store),0,0,0,0,0,3,0,0,0,0,0,0,0
les petits vagabonds,0,0,0,0,0,3,0,0,0,0,0,0,0
Les Tout Petits,0,0,0,0,0,3,0,0,0,0,0,0,0
Lesy,0,0,0,0,0,3,0,0,0,0,0,0,0
Letter Baby</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Level 2,0,0,0,0,0,3,0,0,0,0,0,0,0
Levis,0,0,0,0,0,3,0,0,0,0,0,0,0
lewis,0,0,0,0,0,3,0,0,0,0,0,0,0
LIHO,0,0,0,0,0,3,0,0,0,0,0,0,0
Lil Darlings(Uniforms),0,0,0,0,0,3,0,0,0,0,0,0,0
Lil Leggs</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
lil lemons for love and lemons,0,0,0,0,0,3,0,0,0,0,0,0,0
lil pyar,0,0,0,0,0,3,0,0,0,0,0,0,0
Lilax Kids</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lili Collection,0,0,0,0,0,3,0,0,0,0,0,0,0
Lili Gaufrette,0,0,0,0,0,3,0,0,0,0,0,0,0
Lilies & Roses NY</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lillielam,0,0,0,0,0,3,0,0,0,0,0,0,0
Lilly and Sid,0,0,0,0,0,3,0,0,0,0,0,0,0
LILLY ET LOUIS,0,0,0,0,0,3,0,0,0,0,0,0,0
Lily Pulitzer,0,0,0,0,0,3,0,0,0,0,0,0,0
Limeapple</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lindomono Kids</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lindsay's Loft (Store),1,0,0,0,0,3,0,0,0,0,0,0,0
Lindsey Berns,0,0,0,0,0,3,0,0,0,0,0,0,0
Linn,0,0,0,0,0,3,0,0,0,0,0,0,0
Lisa Rella (Outerwear),0,0,0,0,0,3,0,0,0,0,0,0,0
Little & Lively,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Blue Lamb,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Bow and Arrow,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Champions (Acessories),0,1,1,0,-1,3,0,0,0,0,0,0,0
Little Concept (3rd Party Site),0,0,0,0,0,3,0,0,0,0,0,0,0
Little Creative Factory,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Darlings,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Edge Apparel,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Eleven Paris,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Giraffe</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
little goodall,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Green Radicals,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Green</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Linens,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Lizards,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Man Happy,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Marc Jacobs,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Mass,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Maven by Tori Spelling (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Little Me</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Miss Galia (Maybe out of Business),0,0,0,0,0,3,0,0,0,0,0,0,0
Little Miss Twin Stars (Jewlery),0,0,0,0,0,3,0,0,0,0,0,0,0
Little Miss Zoe (Jewlery),0,0,0,0,0,3,0,0,0,0,0,0,0
Little Moonjumper,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Mouse,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Ones ,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Paul & Joe,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Peixoto (Almost All Swimwear),0,0,0,0,0,3,0,0,0,0,0,0,0
Little People Designs,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Pieces,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Rails</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Remix,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Things Mean A Lot (Special Occasion),1,0,0,0,0,3,0,0,0,0,0,0,0
Little Threads (boutiques),0,0,0,0,0,3,0,0,0,0,0,0,0
little titlee (jewlery),0,0,0,0,0,3,0,0,0,0,0,0,0
Little Trendsetter,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Twig & Sparrow</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Little Who</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
little zi,0,0,0,0,0,3,0,0,0,0,0,0,0
littlefox,0,0,0,0,0,3,0,0,0,0,0,0,0
Littlehorn,0,0,0,0,0,3,0,0,0,0,0,0,0
Liu Jo Jr,0,0,0,0,0,3,0,0,0,0,0,0,0
Live Love Shop BABY</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Livie & Luca,0,0,0,0,0,3,0,0,0,0,0,0,0
LivJo,0,0,0,0,0,3,0,0,0,0,0,0,0
Livly,0,0,0,0,0,3,0,0,0,0,0,0,0
loco organic,0,0,0,0,0,3,0,0,0,0,0,0,0
Logoshirt,0,0,0,0,0,3,0,0,0,0,0,0,0
LOL Kids (boutique),0,0,0,0,0,3,0,0,0,0,0,0,0
Lola et Moi,0,0,0,0,0,3,0,0,0,0,0,0,0
Lola Jo Sales Group (Showroom),0,0,0,0,0,3,0,0,0,0,0,0,0
lollipop (acessories),0,0,0,0,0,3,0,0,0,0,0,0,0
Lollipop Twirl (boutique),0,0,0,0,0,3,0,0,0,0,0,0,0
London Kiddy,0,0,0,0,0,3,0,0,0,0,0,0,0
Loola,0,0,0,0,0,3,0,0,0,0,0,0,0
loopy mango,0,0,0,0,0,3,0,0,0,0,0,0,0
Losan</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lot801,0,0,0,0,0,3,0,0,0,0,0,0,0
Lotie Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Loud Apparel,0,0,0,0,0,3,0,0,0,0,0,0,0
Louis Louise,0,0,0,0,0,3,0,0,0,0,0,0,0
louise misha,0,0,0,0,0,3,0,0,0,0,0,0,0
loullou,0,0,0,0,0,3,0,0,0,0,0,0,0
Loungeville</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Love & Sunflowers</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Love Made Love,0,0,0,0,0,3,0,0,0,0,0,0,0
Love U Lots / Penny Candy</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Loved Baby</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
lovingly organics,0,0,0,0,0,3,0,0,0,0,0,0,0
Luba-Robert</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lucky Jade,0,0,0,0,0,3,0,0,0,0,0,0,0
Lucky Kids Jeans,0,0,0,0,0,3,0,0,0,0,0,0,0
Lucky No 7,0,0,0,0,0,3,0,0,0,0,0,0,0
Luella Apparel</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Luella Couture</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lulaland,0,0,0,0,0,3,0,0,0,0,0,0,0
lulaland,0,0,0,0,0,3,0,0,0,0,0,0,0
Luli & Me / Maria Casero</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lulu's Then and Now (Closed Store),0,0,0,0,0,3,0,0,0,0,0,0,0
Lului Bikinis</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
lulujo,0,0,0,0,0,3,0,0,0,0,0,0,0
Luluzulu,0,0,0,0,0,3,0,0,0,0,0,0,0
Luna Luna Collection</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Luna Luna Copenhagen,0,0,0,0,0,3,0,0,0,0,0,0,0
LydaBaby</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Lynn Meyer &Tiny Ginger</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
M & Co,0,0,0,0,0,3,0,0,0,0,0,0,0
m.o.c,0,0,0,0,0,3,0,0,0,0,0,0,0
maá + manuela de juan,0,0,0,0,0,3,0,0,0,0,0,0,0
Maaji</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Maan Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Mabel + Honey,0,0,0,0,0,3,0,0,0,0,0,0,0
Macarons,0,0,0,0,0,3,0,0,0,0,0,0,0
Macis Design (Formal),1,0,0,0,0,3,0,0,0,0,0,0,0
Mack & Co,0,0,0,0,0,3,0,0,0,0,0,0,0
Madame Mo (Kites) N/A,1,0,0,0,0,3,0,0,0,0,0,0,0
Made With Love & Kisses</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
mademoiselle à soho,0,0,0,0,0,3,0,0,0,0,0,0,0
Mademoiselle Charlotte (Formal),1,0,0,0,0,3,0,0,0,0,0,0,0
Mads Norsgaard,0,0,0,0,0,3,0,0,0,0,0,0,0
Maeli Rose</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Maggie Breen Too</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Magic Windows (Closed nY Boutique),0,0,0,0,0,3,0,0,0,0,0,0,0
Magnificent Baby,0,0,0,0,0,3,0,0,0,0,0,0,0
Magnolia Baby</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Magpie & Mabel,0,0,0,0,0,3,0,0,0,0,0,0,0
MAISON LABICHE,0,0,0,0,0,3,0,0,0,0,0,0,0
Mala,0,0,0,0,0,3,0,0,0,0,0,0,0
Malibu Design Group</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Malibu Sugar,0,0,0,0,0,3,0,0,0,0,0,0,0
Malvi+Co,0,0,0,0,0,3,0,0,0,0,0,0,0
MamaOm (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Maniere Accessories</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
manoko,0,0,0,0,0,3,0,0,0,0,0,0,0
manu mobiles,0,0,0,0,0,3,0,0,0,0,0,0,0
manuela - kids design,0,0,0,0,0,3,0,0,0,0,0,0,0
Manuela De Juan,0,0,0,0,0,3,0,0,0,0,0,0,0
maptote (Basics only),0,0,0,0,0,3,0,0,0,0,0,0,0
mara mea,0,0,0,0,0,3,0,0,0,0,0,0,0
Marc O'Polo,0,0,0,0,0,3,0,0,0,0,0,0,0
Marcelo Burlon,0,0,0,0,0,3,0,0,0,0,0,0,0
March 11 Brand,0,0,0,0,0,3,0,0,0,0,0,0,0
Marco & Lizzy,0,0,0,0,0,3,0,0,0,0,0,0,0
Marese,0,0,0,0,0,3,0,0,0,0,0,0,0
Maria Bianca (swimwear),0,0,0,0,0,3,0,0,0,0,0,0,0
Marie-Chantel,0,0,0,0,0,3,0,0,0,0,0,0,0
Mariella Burani,0,0,0,0,0,3,0,0,0,0,0,0,0
Marin + Morgan,0,0,0,0,0,3,0,0,0,0,0,0,0
Marina Cabrera</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Marmalade & Mash,0,0,0,0,0,3,0,0,0,0,0,0,0
MarMar Copenhagen,0,0,0,0,0,3,0,0,0,0,0,0,0
Marni,0,0,0,0,0,3,0,0,0,0,0,0,0
martín aranda,0,0,0,0,0,3,0,0,0,0,0,0,0
Martin Randa,0,0,0,0,0,3,0,0,0,0,0,0,0
martina charlotte,0,0,0,0,0,3,0,0,0,0,0,0,0
Masala Baby,0,0,0,0,0,3,0,0,0,0,0,0,0
Matilda Jane,0,0,0,0,0,3,0,0,0,0,0,0,0
Max and Dora,0,0,0,0,0,3,0,0,0,0,0,0,0
Max&Lola,0,0,0,0,0,3,0,0,0,0,0,0,0
Maxomorra,0,0,0,0,0,3,0,0,0,0,0,0,0
Mayoral,0,0,0,0,0,3,0,0,0,0,0,0,0
MC2 St Barth,0,0,0,0,0,3,0,0,0,0,0,0,0
me oui (accessories),0,0,0,0,0,3,0,0,0,0,0,0,0
Me Too,0,0,0,0,0,3,0,0,0,0,0,0,0
Me.n.u</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Mebi,0,0,0,0,0,3,0,0,0,0,0,0,0
Meia Pata (Footwear/Tights),1,0,0,0,0,3,0,0,0,0,0,0,0
Melina's Bowtique</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
melokoton</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Melton,0,0,0,0,0,3,0,0,0,0,0,0,0
Meme Apparel </div>,0,0,0,0,0,3,0,0,0,0,0,0,0
MeMini by Kristine Vikse,0,0,0,0,0,3,0,0,0,0,0,0,0
Memoi Kids</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Meresine (out of business),0,0,0,0,0,3,0,0,0,0,0,0,0
Mezzo Piano,0,0,0,0,0,3,0,0,0,0,0,0,0
Mi Amore Gigi,0,0,0,0,0,3,0,0,0,0,0,0,0
Mi Canesu,0,0,0,0,0,3,0,0,0,0,0,0,0
MIA New York</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Michael Kors Collection</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Michiko and Me (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Microbe by Miss Grant,0,0,0,0,0,3,0,0,0,0,0,0,0
Miki Miette ,0,0,0,0,0,3,0,0,0,0,0,0,0
Mikk Line (Owned by Melton),0,0,0,0,0,3,0,0,0,0,0,0,0
MILES BABY</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Milibe Copenhagen,0,0,0,0,0,3,0,0,0,0,0,0,0
Milk and Dagger,0,0,0,0,0,3,0,0,0,0,0,0,0
Milk and Masuki,0,0,0,0,0,3,0,0,0,0,0,0,0
Milk on the Rocks,0,0,0,0,0,3,0,0,0,0,0,0,0
milkandbiscuits,0,0,0,0,0,3,0,0,0,0,0,0,0
milktology,0,0,0,0,0,3,0,0,0,0,0,0,0
milledeux,0,0,0,0,0,3,0,0,0,0,0,0,0
Millymook & Dozer</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
milou & pilou,0,0,0,0,0,3,0,0,0,0,0,0,0
Mim-Pi,0,0,0,0,0,3,0,0,0,0,0,0,0
Mimi & Maggie,0,0,0,0,0,3,0,0,0,0,0,0,0
Mimisol,0,0,0,0,0,3,0,0,0,0,0,0,0
Mimo & Co,0,0,0,0,0,3,0,0,0,0,0,0,0
Mimobee,0,0,0,0,0,3,0,0,0,0,0,0,0
Ming by Ming</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Mingo Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Minhon,0,0,0,0,0,3,0,0,0,0,0,0,0
